id,name,type,crosses,breeder,effects,ailment,flavor,location,terpenes,thc,thca,thcv,cbd,cbda,cbn,cbgm,cbgv,cbc,cbcv,cbv,cbe,cbt,cbl
2018,P-51,Indica,,,"Happy, Tingly, Uplifted, Relaxed, Dry Mouth, Paranoid","Pain, Insomnia, Nausea, Stress","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2019,Pacific Blue,Indica,,,"Happy, Tingly, Relaxed, Sleepy, Euphoric, Dry Mouth","Stress, Insomnia, Pain, Depression","Blueberry, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020,Pakistan Valley Kush,Indica,,,"Relaxed, Happy, Sleepy, Euphoric, Uplifted, Dry Mouth","Insomnia, Stress, Depression, Pain, Lack of Appetite","Pine, Sweet, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,Pakistani Chitral Kush,Indica,,,"Relaxed, Happy, Hungry, Tingly, Uplifted, Dry Mouth","Stress, Insomnia, Pain, Muscle Spasms, Lack of Appetite","Earthy, Sweet, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,Pamelina,Indica,,,"Euphoric, Relaxed, Sleepy, Uplifted, Creative, Dry Mouth","Depression, Insomnia, Lack of Appetite, Nausea, Stress",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2023,Paris XXX,Indica,,,"Creative, Horny, Uplifted, Energetic, Euphoric, Anxious",Depression,Sweet,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2024,Pestilence,Hybrid,,Unknown Breeder,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2025,Petrolia Headstash,Hybrid,,Reeferman Seeds,"Uplifted, Happy, Relaxed, Horny, Euphoric, Anxious","Stress, Inflammation, Pain",Berry,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,Peyote Cookies,Indica,,,"Uplifted, Creative, Euphoric, Relaxed, Happy, Dry Mouth","Stress, Insomnia, Pain, Depression","Sweet, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2027,Pez,Indica,,,"Euphoric, Happy, Energetic, Talkative, Relaxed, Dry Mouth, Paranoid","Pain, Inflammation, Stress, Insomnia, Depression","Sweet, Citrus",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2028,Phantom Arrow,Indica,,,"Happy, Relaxed, Tingly, Euphoric, Focused, Dry Mouth","Inflammation, Pain, Stress",,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2029,Phatt Frutty,Indica,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2030,Phishhead Kush,Indica,,,"Happy, Talkative, Tingly, Uplifted","Depression, Insomnia, Lack of Appetite","Sweet, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2031,Pine Tar Kush,Hybrid,,Tom Hill,"Relaxed, Happy, Euphoric, Uplifted, Hungry, Dry Mouth, Paranoid, Anxious","Stress, Depression, Pain, Insomnia, Inflammation","Pine, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2032,Pink Berry,Hybrid,,Apothecary Seed Company,"Sleepy, Uplifted, Horny, Talkative, Tingly","Insomnia, Depression",Sweet,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2033,Pink Bubba,Indica,,,"Relaxed, Sleepy, Euphoric, Hungry, Tingly, Dry Mouth, Anxious","Stress, Pain, Insomnia, Depression, Muscle Spasms","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2034,Pink Champagne,Indica,,,"Relaxed, Euphoric, Happy, Uplifted, Dry Mouth, Anxious","Stress, Depression, Insomnia","Berry, Sweet, Rose",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2035,Pink Death Star,Hybrid,,Riot Seeds,"Relaxed, Euphoric, Happy, Uplifted, Tingly, Dry Mouth","Pain, Depression, Lack of Appetite, Nausea, Insomnia","Earthy, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2036,Plushberry,Hybrid,,TGA Seeds,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious","Stress, Pain, Depression, Insomnia, Lack of Appetite","Berry, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2037,Pokie,Indica,,,"Euphoric, Happy, Relaxed, Focused, Uplifted, Dry Mouth, Anxious, Paranoid","Depression, Nausea",Citrus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2038,Popcorn Kush,Indica,,,"Relaxed, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious","Insomnia, Stress, Pain, Depression","Sweet, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2039,Pre-98 Bubba Kush,Indica,,,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious","Pain, Stress, Insomnia, Inflammation, Lack of Appetite","Earthy, Coffee, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2040,Presidential OG,Hybrid,,Royal Queen,"Relaxed, Sleepy, Happy, Euphoric, Hungry, Dry Mouth, Anxious","Insomnia, Stress, Pain, Lack of Appetite, Depression","Earthy, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2041,Primus,Hybrid,,Unknown Breeder,"Relaxed, Happy, Euphoric, Uplifted, Creative, Dry Mouth, Anxious, Paranoid","Stress, Lack of Appetite, Pain, Insomnia, Depression","Sweet, Earthy, Citrus",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2042,Puna Buddaz,Indica,,,"Uplifted, Happy, Sleepy, Talkative, Creative, Anxious","Inflammation, Lack of Appetite, Pain, Stress",Sweet,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2043,Punky Lion,Hybrid,,Samsara Seeds,"Relaxed, Sleepy, Hungry, Euphoric, Tingly, Paranoid, Dry Mouth","Stress, Depression, Muscle Spasms, Pain","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2044,Pure Love,Indica,,,"Focused, Relaxed","Pain, Stress","Mango, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2045,Purple Berry,Hybrid,,CannaVenture,"Relaxed, Euphoric, Sleepy, Tingly, Uplifted, Dry Mouth, Paranoid, Anxious","Pain, Nausea, Stress, Insomnia","Berry, Blueberry, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2046,Purple Bubba,Indica,,,"Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth","Lack of Appetite, Muscle Spasms, Inflammation, Pain, Stress","Grape, Berry, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2047,Purple Bud,Hybrid,,Unknown Breeder,"Relaxed, Sleepy, Happy, Euphoric, Focused, Dry Mouth","Depression, Stress, Muscle Spasms, Pain","Pine, Pepper, Lavender",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2048,Purple Bush,Indica,,,"Relaxed, Creative, Focused, Euphoric, Sleepy, Dry Mouth","Stress, Depression, Insomnia, Lack of Appetite, Pain","Sweet, Berry, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2049,Purple Cheddar,Hybrid,,Connoisseur Genetics,"Relaxed, Euphoric, Happy, Sleepy, Uplifted, Dry Mouth, Paranoid","Pain, Insomnia, Inflammation, Muscle Spasms, Stress","Sweet, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2050,Purple Chemdawg,Indica,,,"Relaxed, Euphoric, Happy, Uplifted, Creative, Dry Mouth, Anxious","Pain, Stress, Depression, Insomnia","Grape, Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2051,Purple Cotton Candy,Indica,,,"Relaxed, Happy, Uplifted, Hungry, Talkative, Dry Mouth, Paranoid","Stress, Depression, Lack of Appetite, Insomnia, Pain","Sweet, Earthy, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2052,Purple Elephant,Hybrid,,Unknown Breeder,"Relaxed, Sleepy, Euphoric, Happy, Tingly, Dry Mouth, Paranoid, Anxious","Stress, Pain, Insomnia, Lack of Appetite, Depression","Sweet, Earthy, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2053,Purple Hindu Kush,Indica,,,"Relaxed, Sleepy, Happy, Hungry, Euphoric, Dry Mouth, Anxious","Stress, Pain, Insomnia, Depression, Lack of Appetite","Earthy, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2054,Purple Jolly Rancher,Hybrid,,Unknown Breeder,"Relaxed, Euphoric, Sleepy, Happy, Uplifted, Dry Mouth, Anxious","Insomnia, Pain, Nausea, Depression",Citrus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2055,Purple Linda,Indica,,,Relaxed,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2056,Purple Martian Kush,Indica,,,"Relaxed, Euphoric, Happy, Creative, Focused, Dry Mouth, Anxious","Pain, Stress, Insomnia, Depression","Sweet, Berry, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2057,Purple Monkey Balls,Hybrid,,Unknown Breeder,"Happy, Euphoric, Relaxed, Creative, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Pain, Depression","Earthy, Grape, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2058,Purple OG Kush,Indica,,,"Relaxed, Happy, Euphoric, Sleepy, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Insomnia, Depression, Lack of Appetite",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2059,Purple Panty Dropper,Hybrid,,Humboldt Seed Company,"Relaxed, Uplifted, Euphoric, Horny, Happy, Dry Mouth, Anxious, Paranoid","Stress, Pain, Muscle Spasms, Insomnia, Depression","Berry, Grape, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2060,Purple People Eater,Hybrid,,Unknown Breeder,"Uplifted, Creative, Euphoric, Focused, Relaxed","Depression, Stress",Grape,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2061,Purple Pinecone,Hybrid,,Sagarmatha Seeds,"Euphoric, Focused, Happy, Relaxed, Uplifted",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2062,Purple Punch,Hybrid,,Super Nova Gardens,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth","Stress, Depression, Pain, Inflammation, Muscle Spasms","Sweet, Berry, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2063,Purple Star,Hybrid,,Dutch Passion Seed Company,"Tingly, Sleepy, Hungry, Relaxed, Uplifted, Dry Mouth, Anxious","Pain, Insomnia, Depression, Muscle Spasms","Berry, Citrus, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2064,Purple Swish,Hybrid,,Rare Dankness Seeds,"Sleepy, Hungry, Talkative, Euphoric",,"Sweet, Berry, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2065,Quin-N-Tonic,Indica,,,"Relaxed, Happy, Focused, Hungry, Sleepy, Dry Mouth","Stress, Pain, Depression, Nausea, Lack of Appetite","Sweet, Blueberry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2066,Qush,Hybrid,,TGA Seeds,"Relaxed, Sleepy, Uplifted, Happy, Euphoric, Dry Mouth","Stress, Pain, Depression, Insomnia, Lack of Appetite",Citrus,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2067,Rainbow Jones,Indica,,,"Relaxed, Euphoric, Focused, Talkative, Uplifted","Depression, Stress, Inflammation, Lack of Appetite","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2068,Rare Dankness #1,Hybrid,,Rare Dankness Seeds,"Happy, Relaxed, Euphoric, Sleepy, Dry Mouth, Anxious, Paranoid","Pain, Depression, Inflammation, Muscle Spasms, Insomnia","Earthy, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2069,Rare Darkness,Hybrid,,Rare Dankness Seeds,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Anxious","Insomnia, Pain, Stress, Muscle Spasms, Inflammation","Grape, Citrus, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2070,Ray Charles,Hybrid,,Unknown Breeder,"Relaxed, Sleepy, Tingly, Happy, Euphoric, Dry Mouth","Pain, Stress, Insomnia, Nausea, Lack of Appetite",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2071,Reclining Buddha,Indica,,,"Relaxed, Euphoric, Creative, Hungry, Happy, Dry Mouth, Paranoid","Insomnia, Stress, Inflammation, Nausea",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2072,Red Eye OG,Indica,,,"Relaxed, Sleepy, Happy, Euphoric, Dry Mouth","Insomnia, Stress, Pain, Depression, Lack of Appetite","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2073,Remedy,Indica,,,"Relaxed, Sleepy, Happy, Uplifted, Focused, Dry Mouth","Stress, Pain, Depression, Insomnia, Inflammation","Earthy, Citrus",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2074,Rigger Kush,Indica,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2075,Rip City Purps,Indica,,,"Euphoric, Relaxed, Uplifted, Happy, Hungry","Depression, Inflammation, Insomnia, Muscle Spasms",Grape,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2076,Rockbud,Indica,,,"Euphoric, Happy, Relaxed, Sleepy, Uplifted, Dry Mouth, Paranoid","Depression, Pain, Insomnia, Nausea",Skunk,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2077,Rockstar Kush,Indica,,,"Relaxed, Happy, Hungry, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Depression, Insomnia, Lack of Appetite, Nausea",Skunk,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2078,Rockstar Master Kush,Indica,,,"Relaxed, Euphoric, Sleepy, Hungry, Dry Mouth","Insomnia, Pain, Stress, Depression, Lack of Appetite","Sweet, Pine, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2079,Rockstar,Hybrid,,DNA Genetics,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth, Anxious, Paranoid","Stress, Depression, Pain, Insomnia, Inflammation",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2080,Rocky Mountain Blueberry,Indica,,,"Euphoric, Uplifted, Relaxed, Energetic, Talkative, Dry Mouth, Paranoid","Stress, Depression, Pain","Blueberry, Berry, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2081,Rollex OG Kush,Hybrid,,The Devils Harvest,"Happy, Relaxed, Uplifted, Euphoric, Creative, Dry Mouth, Paranoid","Stress, Pain, Depression, Nausea","Earthy, Ammonia",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2082,Rose Bud,Indica,,,"Relaxed, Happy, Creative, Euphoric, Sleepy, Dry Mouth, Paranoid, Anxious","Stress, Insomnia, Muscle Spasms, Pain, Depression","Rose, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2083,Russian Assassin,Hybrid,,Unknown Breeder,"Relaxed, Euphoric, Happy, Sleepy, Tingly, Dry Mouth, Paranoid, Anxious","Nausea, Lack of Appetite, Pain","Skunk, Ammonia",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2084,Salmon River OG,Hybrid,,Dynasty Seeds,"Relaxed, Sleepy, Talkative, Happy, Euphoric, Dry Mouth","Stress, Depression, Pain, Muscle Spasms, Insomnia",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2085,Satellite OG,Hybrid,,Satellite,"Happy, Relaxed, Euphoric, Uplifted, Focused, Dry Mouth, Paranoid","Pain, Lack of Appetite, Nausea","Earthy, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2086,Secret Garden OG,Indica,,,"Talkative, Uplifted, Creative, Euphoric, Happy",,Lavender,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2087,Sensi Skunk,Hybrid,,Sensi Seeds,"Relaxed, Happy, Creative, Uplifted, Euphoric, Dry Mouth, Paranoid","Stress, Depression, Pain, Lack of Appetite","Citrus, Earthy, Lemon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2088,Sexxpot,Hybrid,,Unknown Breeder,"Relaxed, Uplifted, Happy, Sleepy, Hungry, Dry Mouth, Paranoid","Pain, Stress, Lack of Appetite, Muscle Spasms",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2089,SFV OG Kush,Indica,,,"Relaxed, Happy, Hungry, Sleepy, Uplifted, Dry Mouth, Paranoid","Pain, Muscle Spasms, Inflammation, Insomnia, Depression","Earthy, Citrus, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2090,Shark Attack,Hybrid,,Dinafem Seeds,"Happy, Focused, Hungry, Horny, Creative, Dry Mouth, Anxious, Paranoid","Pain, Stress, Insomnia, Inflammation","Earthy, Skunk",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2091,Sin City Kush,Hybrid,,Alpha Kronik Genes,"Euphoric, Relaxed, Uplifted, Happy, Dry Mouth, Paranoid","Insomnia, Stress, Depression, Muscle Spasms","Grape, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2092,Sirius Black,Indica,,,"Relaxed, Uplifted, Happy, Euphoric, Sleepy, Dry Mouth","Stress, Pain, Depression, Muscle Spasms","Sweet, Grape",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2093,Skunk 47,Indica,,,"Relaxed, Happy, Uplifted, Euphoric, Sleepy, Dry Mouth","Pain, Depression, Stress, Nausea","Earthy, Skunk",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2094,Snoop Dogg OG,Hybrid,,Unknown Breeder,"Relaxed, Happy, Euphoric, Sleepy, Dry Mouth, Anxious, Paranoid","Pain, Stress, Lack of Appetite, Insomnia, Inflammation","Lemon, Earthy, Citrus",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2095,Snow Leopard,Hybrid,,Bodhi Seeds,"Euphoric, Relaxed, Sleepy, Happy, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Depression, Inflammation","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2096,Snow Monster,Indica,,,"Relaxed, Happy, Hungry, Uplifted, Euphoric, Dry Mouth","Pain, Insomnia, Stress, Lack of Appetite","Sweet, Earthy, Skunk",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2097,Snow Mountain,Hybrid,,SnowHigh Seeds,"Uplifted, Relaxed",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2098,Snow Ryder,Indica,,,"Horny, Sleepy, Uplifted, Relaxed","Insomnia, Muscle Spasms, Stress","Pepper, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2099,Somango,Indica,,,"Relaxed, Happy, Uplifted, Focused, Sleepy, Dry Mouth, Paranoid","Pain, Stress, Insomnia, Lack of Appetite, Depression","Mango, Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2100,Soulshine Aloha,Indica,,,"Tingly, Uplifted, Euphoric, Focused, Happy",,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2101,Sour Ape,Indica,,,"Relaxed, Hungry, Energetic, Happy, Dry Mouth","Pain, Stress, Lack of Appetite, Nausea","Skunk, Citrus",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2102,Sour Bubba,Hybrid,,Riot Seeds,"Happy, Euphoric, Uplifted, Energetic, Talkative, Dry Mouth","Stress, Insomnia, Pain, Depression",Pine,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2103,Sour Bubble,Indica,,,"Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious","Pain, Depression, Nausea, Insomnia, Stress","Sweet, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2104,Sour Spyder,Indica,,,"Horny, Tingly, Energetic, Euphoric, Happy",Inflammation,"Ammonia, Citrus, Coffee",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2105,South Asian Indica,Indica,,,"Sleepy, Talkative, Uplifted, Euphoric, Dry Mouth","Pain, Stress, Depression",Sweet,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2106,South Central LA,Indica,,,"Uplifted, Euphoric, Focused, Hungry, Relaxed","Depression, Stress","Sweet, Berry, Blueberry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2107,South Indian Indica,Indica,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2108,Space Dawg,Indica,,,"Relaxed, Euphoric, Uplifted, Talkative, Dry Mouth, Anxious","Pain, Nausea, Stress, Muscle Spasms","Sweet, Earthy, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2109,Space Monster,Hybrid,,MTG Seeds,"Sleepy, Uplifted, Creative, Euphoric, Happy, Dry Mouth","Depression, Inflammation",Ammonia,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2110,Special Kush #1,Hybrid,,Royal Queen,"Relaxed, Euphoric, Tingly, Hungry, Sleepy, Dry Mouth","Pain, Insomnia, Depression, Lack of Appetite, Stress","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2111,Spoetnik #1,Hybrid,,Paradise Seeds,"Focused, Sleepy, Creative, Energetic, Euphoric",Depression,"Lavender, Rose",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2112,Star Berry Indica,Indica,,,"Relaxed, Uplifted, Happy, Euphoric, Energetic, Dry Mouth, Paranoid","Stress, Pain, Insomnia, Inflammation","Berry, Citrus, Lemon",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2113,Star Killer,Hybrid,,Rare Dankness Seeds,"Relaxed, Euphoric, Sleepy, Happy, Hungry, Dry Mouth, Paranoid, Anxious","Pain, Stress, Insomnia, Depression, Nausea","Lemon, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2114,Star Master Kush,Indica,,,"Relaxed, Sleepy, Euphoric, Uplifted, Dry Mouth","Stress, Insomnia, Pain, Lack of Appetite, Nausea","Skunk, Pine, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2115,StarBud,Hybrid,,HortiLab Seeds,"Relaxed, Euphoric, Happy, Sleepy, Hungry, Dry Mouth, Anxious","Insomnia, Stress, Pain, Lack of Appetite, Muscle Spasms",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2116,Stephen Hawking Kush,Hybrid,,Alpha Kronik Genes,"Relaxed, Happy, Euphoric, Focused, Uplifted, Dry Mouth, Paranoid","Stress, Pain, Nausea, Depression","Earthy, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2117,Strawberry Cheesecake,Hybrid,,Heavyweight Seeds,"Relaxed, Uplifted, Happy, Euphoric, Hungry, Dry Mouth, Paranoid, Anxious","Depression, Pain, Lack of Appetite, Stress","Strawberry, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2118,Strawberry Fields,Hybrid,,Crockett Family Farms,"Relaxed, Euphoric, Happy, Uplifted, Hungry, Dry Mouth, Paranoid","Stress, Pain, Muscle Spasms, Depression, Insomnia","Strawberry, Berry, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2119,Strawberry Frost,Indica,,,"Happy, Horny, Relaxed, Hungry, Dry Mouth","Depression, Stress, Lack of Appetite","Sweet, Strawberry, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2120,Sugar Black Rose,Hybrid,,Delicious Seeds,"Relaxed, Happy, Euphoric, Uplifted, Sleepy, Dry Mouth, Anxious","Stress, Insomnia, Muscle Spasms, Lack of Appetite","Sweet, Rose, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2121,Sugar Kush,Hybrid,,Dizzy Duck Seeds,"Relaxed, Sleepy, Hungry, Happy, Tingly, Dry Mouth","Insomnia, Stress, Lack of Appetite, Pain","Sweet, Earthy",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2122,Sugar Mama,Indica,,,"Euphoric, Relaxed, Happy, Uplifted, Horny, Dry Mouth","Stress, Depression, Pain, Insomnia","Sweet, Citrus",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2123,Sunshine Daydream,Hybrid,,Bodhi Seeds,"Relaxed, Euphoric, Happy, Hungry, Uplifted, Dry Mouth, Anxious","Inflammation, Pain, Depression, Nausea, Insomnia","Sweet, Citrus, Blueberry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2124,Super Bud,Hybrid,,Green House Seed Co.,"Relaxed, Sleepy, Happy, Creative, Dry Mouth, Anxious","Insomnia, Lack of Appetite, Pain, Stress","Citrus, Mint",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2125,Super Cheese,Hybrid,,Positronics Seeds,"Euphoric, Relaxed, Happy, Sleepy, Energetic, Dry Mouth","Insomnia, Pain, Stress, Depression",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2126,Super Chronic,Indica,,,"Happy, Relaxed, Sleepy, Euphoric, Focused, Dry Mouth","Inflammation, Pain, Insomnia, Nausea, Stress","Earthy, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2127,Super Kush,Hybrid,,Unknown Breeder,"Relaxed, Happy, Euphoric, Uplifted, Hungry, Dry Mouth, Anxious, Paranoid","Stress, Insomnia, Lack of Appetite, Muscle Spasms, Depression","Earthy, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2128,Supergirl,Hybrid,,Unknown Breeder,"Happy, Relaxed, Sleepy, Euphoric, Dry Mouth, Paranoid","Stress, Depression, Pain, Lack of Appetite",Earthy,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2129,Sweet and Sour Widow,Indica,,,"Relaxed, Happy, Uplifted, Euphoric, Tingly, Dry Mouth, Paranoid","Pain, Stress, Depression, Insomnia","Earthy, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2130,Sweet Baby Jane,Indica,,,"Relaxed, Happy, Sleepy, Tingly, Dry Mouth","Muscle Spasms, Stress, Pain, Inflammation, Insomnia","Citrus, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2131,Sweet Black Angel,Hybrid,,Samsara Seeds,"Relaxed, Sleepy, Happy, Euphoric, Uplifted, Dry Mouth","Depression, Stress, Pain, Insomnia","Sweet, Berry, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2132,Sweet Deep Grapefruit,Hybrid,,Dinafem Seeds,"Relaxed, Sleepy, Euphoric, Hungry, Happy, Dry Mouth, Paranoid","Pain, Inflammation, Stress, Insomnia","Citrus, Sweet",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2133,Sweet Lafayette,Hybrid,,Nine Point Growth Industries,"Relaxed, Happy, Euphoric, Uplifted, Horny, Dry Mouth","Stress, Depression, Pain, Insomnia","Citrus, Earthy, Pine",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2134,Swiss Indica,Hybrid,,Unknown Breeder,"Energetic, Creative, Relaxed, Happy, Uplifted, Dry Mouth","Pain, Stress, Inflammation, Insomnia, Depression","Ammonia, Berry",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2135,Terminator OG,Indica,,,"Relaxed, Happy, Sleepy, Creative, Uplifted, Dry Mouth","Stress, Insomnia, Pain, Muscle Spasms","Sweet, Pine, Rose",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
